CMDLINE c:\users\arthur\anaconda3\python.exe ./pyperplan-master/src/pyperplan.py -H hadd -s astar pyperplan-master/benchmarks/transport/task07.pddl
MEM 0.496094 1538751935.7109
MEM 13.433594 1538751935.8118
MEM 20.226562 1538751935.9128
MEM 25.652344 1538751936.0137
MEM 31.015625 1538751936.1147
MEM 34.187500 1538751936.2156
MEM 38.898438 1538751936.3166
MEM 40.632812 1538751936.4175
MEM 40.632812 1538751936.5185
MEM 40.632812 1538751936.6194
MEM 40.632812 1538751936.7204
MEM 40.632812 1538751936.8213
MEM 40.632812 1538751936.9222
MEM 40.632812 1538751937.0232
MEM 40.632812 1538751937.1242
MEM 40.632812 1538751937.2251
MEM 40.644531 1538751937.3261
MEM 40.648438 1538751937.4271
MEM 40.652344 1538751937.5280
MEM 40.656250 1538751937.6286
MEM 40.660156 1538751937.7296
MEM 40.667969 1538751937.8305
MEM 40.679688 1538751937.9315
MEM 40.679688 1538751938.0324
MEM 40.691406 1538751938.1334
MEM 40.695312 1538751938.2343
MEM 40.757812 1538751938.3353
MEM 40.757812 1538751938.4362
MEM 40.757812 1538751938.5372
MEM 40.757812 1538751938.6382
MEM 40.757812 1538751938.7389
MEM 40.757812 1538751938.8399
MEM 40.757812 1538751938.9409
MEM 40.757812 1538751939.0418
MEM 40.757812 1538751939.1419
MEM 40.820312 1538751939.2420
MEM 40.820312 1538751939.3420
MEM 40.820312 1538751939.4426
MEM 40.820312 1538751939.5433
MEM 40.820312 1538751939.6443
MEM 40.820312 1538751939.7443
MEM 40.820312 1538751939.8453
MEM 40.820312 1538751939.9462
MEM 40.820312 1538751940.0472
MEM 40.820312 1538751940.1480
MEM 40.820312 1538751940.2490
MEM 40.882812 1538751940.3499
MEM 40.882812 1538751940.4508
MEM 40.882812 1538751940.5518
MEM 40.882812 1538751940.6527
MEM 40.882812 1538751940.7537
MEM 40.882812 1538751940.8546
MEM 40.882812 1538751940.9556
MEM 40.886719 1538751941.0565
MEM 40.890625 1538751941.1574
MEM 40.898438 1538751941.2584
MEM 40.902344 1538751941.3593
MEM 40.917969 1538751941.4593
MEM 40.921875 1538751941.5594
MEM 40.929688 1538751941.6598
MEM 40.933594 1538751941.7607
MEM 40.941406 1538751941.8617
MEM 40.941406 1538751941.9626
MEM 41.007812 1538751942.0636
MEM 41.007812 1538751942.1645
MEM 41.007812 1538751942.2655
MEM 41.007812 1538751942.3664
MEM 41.007812 1538751942.4673
MEM 41.007812 1538751942.5683
MEM 41.007812 1538751942.6683
MEM 41.070312 1538751942.7692
MEM 41.070312 1538751942.8693
MEM 41.074219 1538751942.9693
MEM 41.074219 1538751943.0702
MEM 41.074219 1538751943.1703
MEM 41.074219 1538751943.2713
MEM 41.074219 1538751943.3713
MEM 41.074219 1538751943.4723
MEM 41.136719 1538751943.5732
MEM 41.136719 1538751943.6733
MEM 41.136719 1538751943.7742
MEM 41.136719 1538751943.8743
MEM 41.136719 1538751943.9743
MEM 41.136719 1538751944.0753
MEM 41.136719 1538751944.1763
MEM 41.136719 1538751944.2763
MEM 41.148438 1538751944.3772
MEM 41.164062 1538751944.4782
MEM 41.171875 1538751944.5783
MEM 41.179688 1538751944.6783
MEM 41.179688 1538751944.7793
MEM 41.191406 1538751944.8802
MEM 41.195312 1538751944.9803
MEM 41.261719 1538751945.0803
MEM 41.261719 1538751945.1813
MEM 41.261719 1538751945.2813
MEM 41.261719 1538751945.3823
MEM 41.261719 1538751945.4832
MEM 41.261719 1538751945.5833
MEM 41.261719 1538751945.6843
MEM 41.261719 1538751945.7852
MEM 41.261719 1538751945.8853
MEM 41.261719 1538751945.9862
MEM 41.324219 1538751946.0863
MEM 41.324219 1538751946.1872
MEM 41.324219 1538751946.2873
MEM 41.324219 1538751946.3882
MEM 41.324219 1538751946.4883
MEM 41.324219 1538751946.5892
MEM 41.324219 1538751946.6893
MEM 41.324219 1538751946.7903
MEM 41.324219 1538751946.8903
MEM 41.386719 1538751946.9912
MEM 41.386719 1538751947.0913
MEM 41.386719 1538751947.1922
MEM 41.386719 1538751947.2923
MEM 41.386719 1538751947.3933
MEM 41.386719 1538751947.4942
MEM 41.386719 1538751947.5943
MEM 41.386719 1538751947.6943
MEM 41.386719 1538751947.7953
MEM 41.386719 1538751947.8953
MEM 41.386719 1538751947.9963
MEM 41.398438 1538751948.0972
MEM 41.402344 1538751948.1973
MEM 41.402344 1538751948.2983
MEM 41.417969 1538751948.3993
MEM 41.421875 1538751948.5002
MEM 41.421875 1538751948.6003
MEM 41.437500 1538751948.7012
MEM 41.441406 1538751948.8013
MEM 41.441406 1538751948.9022
MEM 41.511719 1538751949.0023
MEM 41.511719 1538751949.1032
MEM 41.511719 1538751949.2033
MEM 41.511719 1538751949.3042
MEM 41.511719 1538751949.4043
MEM 41.511719 1538751949.5052
MEM 41.511719 1538751949.6053
MEM 41.511719 1538751949.7062
MEM 41.511719 1538751949.8063
MEM 41.511719 1538751949.9072
MEM 41.574219 1538751950.0082
MEM 41.574219 1538751950.1082
MEM 41.574219 1538751950.2083
MEM 41.574219 1538751950.3092
MEM 41.574219 1538751950.4093
MEM 41.574219 1538751950.5103
MEM 41.574219 1538751950.6103
MEM 41.574219 1538751950.7113
MEM 41.574219 1538751950.8122
MEM 41.574219 1538751950.9122
MEM 41.574219 1538751951.0132
MEM 41.636719 1538751951.1133
MEM 41.636719 1538751951.2142
MEM 41.636719 1538751951.3143
MEM 41.636719 1538751951.4152
MEM 41.636719 1538751951.5153
MEM 41.636719 1538751951.6162
MEM 41.636719 1538751951.7172
